goal_index,date,competition_code,competition,home_team,away_team,result,minute_raw,minute_base,minute_added,minute_total,what,how,is_penalty,is_official,source_url
581,2017-10-10,WCQ World Cup 2018 Qualification,WCQ World Cup 2018 Qualification,Ecuador,Argentina,1-3,20,20,0,20,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
582,2017-10-10,WCQ World Cup 2018 Qualification,WCQ World Cup 2018 Qualification,Ecuador,Argentina,1-3,63,63,0,63,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
583,2017-10-18,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Olympiacos,3-1,61,61,0,61,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
584,2017-10-28,PRM La Liga,PRM La Liga,Athletic de Bilbao,FC Barcelona,0-2,36,36,0,36,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
585,2017-12-02,PRM La Liga,PRM La Liga,FC Barcelona,Celta de Vigo,2-2,22,22,0,22,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
586,2017-12-10,PRM La Liga,PRM La Liga,Villarreal,FC Barcelona,0-2,83,83,0,83,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
587,2017-12-23,PRM La Liga,PRM La Liga,Real Madrid,FC Barcelona,0-3,64,64,0,64,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
588,2018-01-07,PRM La Liga,PRM La Liga,FC Barcelona,Levante,3-0,12,12,0,12,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
589,2018-01-11,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Celta de Vigo,5-0,13,13,0,13,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
590,2018-01-11,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Celta de Vigo,5-0,15,15,0,15,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
591,2018-01-14,PRM La Liga,PRM La Liga,Real Sociedad,FC Barcelona,2-4,85,85,0,85,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
592,2018-01-21,PRM La Liga,PRM La Liga,Real Betis,FC Barcelona,0-5,64,64,0,64,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
593,2018-01-21,PRM La Liga,PRM La Liga,Real Betis,FC Barcelona,0-5,80,80,0,80,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
594,2018-01-25,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Espanyol,2-0,25,25,0,25,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
595,2018-01-28,PRM La Liga,PRM La Liga,FC Barcelona,Alavés,2-1,84,84,0,84,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
596,2018-02-20,EUR UEFA Champions League,EUR UEFA Champions League,Chelsea,FC Barcelona,1-1,75,75,0,75,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
597,2018-02-24,PRM La Liga,PRM La Liga,FC Barcelona,Girona,6-1,30,30,0,30,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
598,2018-02-24,PRM La Liga,PRM La Liga,FC Barcelona,Girona,6-1,36,36,0,36,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
599,2018-03-01,PRM La Liga,PRM La Liga,Las Palmas,FC Barcelona,1-1,21,21,0,21,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
600,2018-03-04,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,1-0,26,26,0,26,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
601,2018-03-14,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Chelsea,3-0,3,3,0,3,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
602,2018-03-14,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Chelsea,3-0,63,63,0,63,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
603,2018-03-18,PRM La Liga,PRM La Liga,FC Barcelona,Athletic de Bilbao,2-0,30,30,0,30,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
604,2018-03-31,PRM La Liga,PRM La Liga,Sevilla,FC Barcelona,2-2,89,89,0,89,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
605,2018-04-07,PRM La Liga,PRM La Liga,FC Barcelona,Leganés,3-1,27,27,0,27,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
606,2018-04-07,PRM La Liga,PRM La Liga,FC Barcelona,Leganés,3-1,32,32,0,32,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
607,2018-04-07,PRM La Liga,PRM La Liga,FC Barcelona,Leganés,3-1,87,87,0,87,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
608,2018-04-21,CUP Copa del Rey,CUP Copa del Rey,Sevilla,FC Barcelona,0-5,31,31,0,31,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
609,2018-04-29,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,2-4,38,38,0,38,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
610,2018-04-29,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,2-4,82,82,0,82,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
611,2018-04-29,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,2-4,85,85,0,85,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
612,2018-05-06,PRM La Liga,PRM La Liga,FC Barcelona,Real Madrid,2-2,52,52,0,52,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
613,2018-05-09,PRM La Liga,PRM La Liga,FC Barcelona,Villarreal,5-1,45,45,0,45,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
614,2018-05-29,FRN International friendly,FRN International friendly,Argentina,Haiti,4-0,17,17,0,17,Penalty,Left foot,1,0,https://www.messistats.com/en/locationsscored
615,2018-05-29,FRN International friendly,FRN International friendly,Argentina,Haiti,4-0,58,58,0,58,Rebound,Right foot,0,0,https://www.messistats.com/en/locationsscored
616,2018-05-29,FRN International friendly,FRN International friendly,Argentina,Haiti,4-0,66,66,0,66,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
617,2018-06-26,WCP World Cup 2018,WCP World Cup 2018,Nigeria,Argentina,1-2,14,14,0,14,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
618,2018-08-18,PRM La Liga,PRM La Liga,FC Barcelona,Alavés,3-0,64,64,0,64,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
619,2018-08-18,PRM La Liga,PRM La Liga,FC Barcelona,Alavés,3-0,90+2,90,2,92,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
620,2018-09-02,PRM La Liga,PRM La Liga,FC Barcelona,Huesca,8-2,16,16,0,16,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
621,2018-09-02,PRM La Liga,PRM La Liga,FC Barcelona,Huesca,8-2,61,61,0,61,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
622,2018-09-18,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,PSV Eindhoven,4-0,32,32,0,32,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
623,2018-09-18,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,PSV Eindhoven,4-0,77,77,0,77,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
624,2018-09-18,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,PSV Eindhoven,4-0,87,87,0,87,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
625,2018-09-23,PRM La Liga,PRM La Liga,FC Barcelona,Girona,2-2,19,19,0,19,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
626,2018-10-03,EUR UEFA Champions League,EUR UEFA Champions League,Tottenham Hotspur F.C.,FC Barcelona,2-4,56,56,0,56,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
627,2018-10-03,EUR UEFA Champions League,EUR UEFA Champions League,Tottenham Hotspur F.C.,FC Barcelona,2-4,90,90,0,90,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
628,2018-10-07,PRM La Liga,PRM La Liga,Valencia,FC Barcelona,1-1,23,23,0,23,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
629,2018-10-20,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,4-2,12,12,0,12,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
630,2018-11-11,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,3-4,68,68,0,68,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
631,2018-11-11,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,3-4,90+2,90,2,92,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
632,2018-11-28,EUR UEFA Champions League,EUR UEFA Champions League,PSV Eindhoven,FC Barcelona,1-2,61,61,0,61,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
633,2018-12-08,PRM La Liga,PRM La Liga,Espanyol,FC Barcelona,0-4,18,18,0,18,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
634,2018-12-08,PRM La Liga,PRM La Liga,Espanyol,FC Barcelona,0-4,65,65,0,65,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
635,2018-12-16,PRM La Liga,PRM La Liga,Levante,FC Barcelona,0-5,43,43,0,43,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
636,2018-12-16,PRM La Liga,PRM La Liga,Levante,FC Barcelona,0-5,47,47,0,47,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
637,2018-12-16,PRM La Liga,PRM La Liga,Levante,FC Barcelona,0-5,60,60,0,60,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
638,2018-12-22,PRM La Liga,PRM La Liga,FC Barcelona,Celta de Vigo,2-0,45,45,0,45,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
639,2019-01-06,PRM La Liga,PRM La Liga,Getafe,FC Barcelona,1-2,20,20,0,20,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
640,2019-01-13,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,3-0,53,53,0,53,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
641,2019-01-17,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Levante,3-0,54,54,0,54,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
642,2019-01-20,PRM La Liga,PRM La Liga,FC Barcelona,Leganés,3-1,90+2,90,2,92,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
643,2019-01-27,PRM La Liga,PRM La Liga,Girona,FC Barcelona,0-2,68,68,0,68,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
644,2019-01-30,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Sevilla,6-1,90+2,90,2,92,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
645,2019-02-02,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,2-2,39,39,0,39,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
646,2019-02-02,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,2-2,64,64,0,64,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
647,2019-02-16,PRM La Liga,PRM La Liga,FC Barcelona,Real Valladolid,1-0,43,43,0,43,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
648,2019-02-23,PRM La Liga,PRM La Liga,Sevilla,FC Barcelona,2-4,26,26,0,26,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
649,2019-02-23,PRM La Liga,PRM La Liga,Sevilla,FC Barcelona,2-4,67,67,0,67,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
650,2019-02-23,PRM La Liga,PRM La Liga,Sevilla,FC Barcelona,2-4,85,85,0,85,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
651,2019-03-09,PRM La Liga,PRM La Liga,FC Barcelona,Rayo Vallecano,3-1,51,51,0,51,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
652,2019-03-13,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Olympique Lyonnais,5-1,18,18,0,18,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
653,2019-03-13,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Olympique Lyonnais,5-1,78,78,0,78,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
654,2019-03-17,PRM La Liga,PRM La Liga,Real Betis,FC Barcelona,1-4,18,18,0,18,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
655,2019-03-17,PRM La Liga,PRM La Liga,Real Betis,FC Barcelona,1-4,45+2,45,2,47,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
656,2019-03-17,PRM La Liga,PRM La Liga,Real Betis,FC Barcelona,1-4,85,85,0,85,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
657,2019-03-30,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,2-0,71,71,0,71,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
658,2019-03-30,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,2-0,89,89,0,89,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
659,2019-04-02,PRM La Liga,PRM La Liga,Villarreal,FC Barcelona,4-4,90+1,90,1,91,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
660,2019-04-06,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,2-0,87,87,0,87,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
661,2019-04-16,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Manchester United,3-0,16,16,0,16,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
662,2019-04-16,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Manchester United,3-0,20,20,0,20,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
663,2019-04-27,PRM La Liga,PRM La Liga,FC Barcelona,Levante,1-0,62,62,0,62,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
664,2019-05-01,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Liverpool,3-0,75,75,0,75,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
665,2019-05-01,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Liverpool,3-0,82,82,0,82,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
666,2019-05-19,PRM La Liga,PRM La Liga,Eibar,FC Barcelona,2-2,31,31,0,31,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
667,2019-05-19,PRM La Liga,PRM La Liga,Eibar,FC Barcelona,2-2,32,32,0,32,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
668,2019-05-25,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Valencia,1-2,73,73,0,73,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
669,2019-06-08,FRN International friendly,FRN International friendly,Argentina,Nicaragua,5-1,37,37,0,37,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
670,2019-06-08,FRN International friendly,FRN International friendly,Argentina,Nicaragua,5-1,38,38,0,38,Rebound,Left foot,0,0,https://www.messistats.com/en/locationsscored
671,2019-06-19,CPA Copa América 2019,CPA Copa América 2019,Argentina,Paraguay,1-1,57,57,0,57,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
672,2019-10-06,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,4-0,78,78,0,78,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
673,2019-10-19,PRM La Liga,PRM La Liga,Eibar,FC Barcelona,0-3,58,58,0,58,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
674,2019-10-23,EUR UEFA Champions League,EUR UEFA Champions League,Slavia Prague,FC Barcelona,1-2,3,3,0,3,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
675,2019-10-29,PRM La Liga,PRM La Liga,FC Barcelona,Real Valladolid,5-1,34,34,0,34,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
676,2019-10-29,PRM La Liga,PRM La Liga,FC Barcelona,Real Valladolid,5-1,75,75,0,75,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
677,2019-11-02,PRM La Liga,PRM La Liga,Levante,FC Barcelona,3-1,38,38,0,38,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
678,2019-11-09,PRM La Liga,PRM La Liga,FC Barcelona,Celta de Vigo,4-1,23,23,0,23,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
679,2019-11-09,PRM La Liga,PRM La Liga,FC Barcelona,Celta de Vigo,4-1,45,45,0,45,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
680,2019-11-09,PRM La Liga,PRM La Liga,FC Barcelona,Celta de Vigo,4-1,48,48,0,48,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
681,2019-11-15,FRN International friendly,FRN International friendly,Brazil,Argentina,0-1,13,13,0,13,Rebound,Left foot,0,0,https://www.messistats.com/en/locationsscored
682,2019-11-18,FRN International friendly,FRN International friendly,Argentina,Uruguay,2-2,90+2,90,2,92,Penalty,Left foot,1,0,https://www.messistats.com/en/locationsscored
683,2019-11-27,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Borussia Dortmund,3-1,33,33,0,33,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
684,2019-12-01,PRM La Liga,PRM La Liga,Atlético Madrid,FC Barcelona,0-1,86,86,0,86,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
685,2019-12-07,PRM La Liga,PRM La Liga,FC Barcelona,Real Mallorca,5-2,17,17,0,17,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
686,2019-12-07,PRM La Liga,PRM La Liga,FC Barcelona,Real Mallorca,5-2,41,41,0,41,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
687,2019-12-07,PRM La Liga,PRM La Liga,FC Barcelona,Real Mallorca,5-2,83,83,0,83,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
688,2019-12-21,PRM La Liga,PRM La Liga,FC Barcelona,Alavés,4-1,69,69,0,69,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
689,2020-01-09,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Atlético Madrid,2-3,51,51,0,51,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
690,2020-01-19,PRM La Liga,PRM La Liga,FC Barcelona,Granada,1-0,76,76,0,76,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
691,2020-01-30,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Leganés,5-0,59,59,0,59,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
692,2020-01-30,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Leganés,5-0,89,89,0,89,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
693,2020-02-22,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,5-0,14,14,0,14,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
694,2020-02-22,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,5-0,37,37,0,37,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
695,2020-02-22,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,5-0,40,40,0,40,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
696,2020-02-22,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,5-0,87,87,0,87,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
697,2020-03-07,PRM La Liga,PRM La Liga,FC Barcelona,Real Sociedad,1-0,81,81,0,81,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
698,2020-06-13,PRM La Liga,PRM La Liga,Real Mallorca,FC Barcelona,0-4,90+3,90,3,93,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
699,2020-06-16,PRM La Liga,PRM La Liga,FC Barcelona,Leganés,2-0,69,69,0,69,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
700,2020-06-30,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,2-2,50,50,0,50,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
701,2020-07-16,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,1-2,62,62,0,62,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
702,2020-07-19,PRM La Liga,PRM La Liga,Alavés,FC Barcelona,0-5,34,34,0,34,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
703,2020-07-19,PRM La Liga,PRM La Liga,Alavés,FC Barcelona,0-5,75,75,0,75,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
704,2020-08-08,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Napoli,3-1,23,23,0,23,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
705,2020-09-27,PRM La Liga,PRM La Liga,FC Barcelona,Villarreal,4-0,35,35,0,35,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
706,2020-10-09,WCQ World Cup 2022 Qualification,WCQ World Cup 2022 Qualification,Argentina,Ecuador,1-0,13,13,0,13,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
707,2020-10-20,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Ferencváros,5-1,27,27,0,27,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
708,2020-10-28,EUR UEFA Champions League,EUR UEFA Champions League,Juventus,FC Barcelona,0-2,90+1,90,1,91,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
709,2020-11-04,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Dynamo Kyiv,2-1,5,5,0,5,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
710,2020-11-07,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,5-2,61,61,0,61,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
711,2020-11-07,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,5-2,82,82,0,82,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
712,2020-11-29,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,4-0,73,73,0,73,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
713,2020-12-13,PRM La Liga,PRM La Liga,FC Barcelona,Levante,1-0,76,76,0,76,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
714,2020-12-19,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,2-2,45+4,45,4,49,Field goal,Head,0,1,https://www.messistats.com/en/locationsscored
715,2020-12-22,PRM La Liga,PRM La Liga,Real Valladolid,FC Barcelona,0-3,65,65,0,65,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
716,2021-01-06,PRM La Liga,PRM La Liga,Athletic de Bilbao,FC Barcelona,2-3,38,38,0,38,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
717,2021-01-06,PRM La Liga,PRM La Liga,Athletic de Bilbao,FC Barcelona,2-3,62,62,0,62,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
718,2021-01-09,PRM La Liga,PRM La Liga,Granada,FC Barcelona,0-4,35,35,0,35,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
719,2021-01-09,PRM La Liga,PRM La Liga,Granada,FC Barcelona,0-4,42,42,0,42,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
720,2021-01-27,CUP Copa del Rey,CUP Copa del Rey,Rayo Vallecano,FC Barcelona,1-2,70,70,0,70,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
721,2021-01-31,PRM La Liga,PRM La Liga,FC Barcelona,Athletic de Bilbao,2-1,20,20,0,20,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
722,2021-02-07,PRM La Liga,PRM La Liga,Real Betis,FC Barcelona,2-3,60,60,0,60,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
723,2021-02-13,PRM La Liga,PRM La Liga,FC Barcelona,Alavés,5-1,45+1,45,1,46,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
724,2021-02-13,PRM La Liga,PRM La Liga,FC Barcelona,Alavés,5-1,75,75,0,75,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
725,2021-02-16,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Paris Saint-Germain,1-4,28,28,0,28,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
726,2021-02-21,PRM La Liga,PRM La Liga,FC Barcelona,Cádiz,1-1,32,32,0,32,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
727,2021-02-24,PRM La Liga,PRM La Liga,FC Barcelona,Elche,3-0,48,48,0,48,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
728,2021-02-24,PRM La Liga,PRM La Liga,FC Barcelona,Elche,3-0,68,68,0,68,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
729,2021-02-27,PRM La Liga,PRM La Liga,Sevilla,FC Barcelona,0-2,85,85,0,85,Rebound,Right foot,0,1,https://www.messistats.com/en/locationsscored
730,2021-03-10,EUR UEFA Champions League,EUR UEFA Champions League,Paris Saint-Germain,FC Barcelona,1-1,37,37,0,37,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
731,2021-03-15,PRM La Liga,PRM La Liga,FC Barcelona,Huesca,4-1,13,13,0,13,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
732,2021-03-15,PRM La Liga,PRM La Liga,FC Barcelona,Huesca,4-1,90,90,0,90,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
733,2021-03-21,PRM La Liga,PRM La Liga,Real Sociedad,FC Barcelona,1-6,57,57,0,57,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
734,2021-03-21,PRM La Liga,PRM La Liga,Real Sociedad,FC Barcelona,1-6,89,89,0,89,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
735,2021-04-17,CUP Copa del Rey,CUP Copa del Rey,Athletic de Bilbao,FC Barcelona,0-4,68,68,0,68,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
736,2021-04-17,CUP Copa del Rey,CUP Copa del Rey,Athletic de Bilbao,FC Barcelona,0-4,72,72,0,72,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
737,2021-04-22,PRM La Liga,PRM La Liga,FC Barcelona,Getafe,5-2,8,8,0,8,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
738,2021-04-22,PRM La Liga,PRM La Liga,FC Barcelona,Getafe,5-2,33,33,0,33,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
739,2021-04-29,PRM La Liga,PRM La Liga,FC Barcelona,Granada,1-2,23,23,0,23,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
740,2021-05-02,PRM La Liga,PRM La Liga,Valencia,FC Barcelona,2-3,57,57,0,57,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
741,2021-05-02,PRM La Liga,PRM La Liga,Valencia,FC Barcelona,2-3,69,69,0,69,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
742,2021-05-11,PRM La Liga,PRM La Liga,Levante,FC Barcelona,3-3,25,25,0,25,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
