goal_index,date,competition_code,competition,home_team,away_team,result,minute_raw,minute_base,minute_added,minute_total,what,how,is_penalty,is_official,source_url
253,2012-03-17,PRM La Liga,PRM La Liga,Sevilla,FC Barcelona,0-2,25,25,0,25,,Left foot,0,1,https://www.messistats.com/en/locationsscored
254,2012-03-20,PRM La Liga,PRM La Liga,FC Barcelona,Granada,5-3,17,17,0,17,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
255,2012-03-20,PRM La Liga,PRM La Liga,FC Barcelona,Granada,5-3,67,67,0,67,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
256,2012-03-20,PRM La Liga,PRM La Liga,FC Barcelona,Granada,5-3,86,86,0,86,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
257,2012-03-24,PRM La Liga,PRM La Liga,Real Mallorca,FC Barcelona,0-2,25,25,0,25,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
258,2012-03-31,PRM La Liga,PRM La Liga,FC Barcelona,Athletic de Bilbao,2-0,58,58,0,58,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
259,2012-04-03,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,AC Milan,3-1,11,11,0,11,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
260,2012-04-03,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,AC Milan,3-1,41,41,0,41,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
261,2012-04-07,PRM La Liga,PRM La Liga,Real Zaragoza,FC Barcelona,1-4,39,39,0,39,,Left foot,0,1,https://www.messistats.com/en/locationsscored
262,2012-04-07,PRM La Liga,PRM La Liga,Real Zaragoza,FC Barcelona,1-4,86,86,0,86,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
263,2012-04-10,PRM La Liga,PRM La Liga,FC Barcelona,Getafe,4-0,44,44,0,44,,Left foot,0,1,https://www.messistats.com/en/locationsscored
264,2012-04-14,PRM La Liga,PRM La Liga,Levante,FC Barcelona,1-2,64,64,0,64,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
265,2012-04-14,PRM La Liga,PRM La Liga,Levante,FC Barcelona,1-2,72,72,0,72,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
266,2012-04-29,PRM La Liga,PRM La Liga,Rayo Vallecano,FC Barcelona,0-7,16,16,0,16,,Left foot,0,1,https://www.messistats.com/en/locationsscored
267,2012-04-29,PRM La Liga,PRM La Liga,Rayo Vallecano,FC Barcelona,0-7,90,90,0,90,,Left foot,0,1,https://www.messistats.com/en/locationsscored
268,2012-05-02,PRM La Liga,PRM La Liga,FC Barcelona,Málaga,4-1,35,35,0,35,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
269,2012-05-02,PRM La Liga,PRM La Liga,FC Barcelona,Málaga,4-1,59,59,0,59,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
270,2012-05-02,PRM La Liga,PRM La Liga,FC Barcelona,Málaga,4-1,64,64,0,64,,Left foot,0,1,https://www.messistats.com/en/locationsscored
271,2012-05-05,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,4-0,12,12,0,12,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
272,2012-05-05,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,4-0,64,64,0,64,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
273,2012-05-05,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,4-0,74,74,0,74,,Left foot,0,1,https://www.messistats.com/en/locationsscored
274,2012-05-05,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,4-0,79,79,0,79,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
275,2012-05-25,CUP Copa del Rey,CUP Copa del Rey,Athletic de Bilbao,FC Barcelona,0-3,20,20,0,20,,Right foot,0,1,https://www.messistats.com/en/locationsscored
276,2012-06-03,WCQ World Cup 2014 Qualification,WCQ World Cup 2014 Qualification,Argentina,Ecuador,4-0,31,31,0,31,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
277,2012-06-09,FRN International friendly,FRN International friendly,Argentina,Brazil,4-3,31,31,0,31,,Left foot,0,0,https://www.messistats.com/en/locationsscored
278,2012-06-09,FRN International friendly,FRN International friendly,Argentina,Brazil,4-3,35,35,0,35,,Left foot,0,0,https://www.messistats.com/en/locationsscored
279,2012-06-09,FRN International friendly,FRN International friendly,Argentina,Brazil,4-3,85,85,0,85,Solo run,Left foot,0,0,https://www.messistats.com/en/locationsscored
280,2012-08-15,FRN International friendly,FRN International friendly,Germany,Argentina,1-3,52,52,0,52,,Left foot,0,0,https://www.messistats.com/en/locationsscored
281,2012-08-19,PRM La Liga,PRM La Liga,FC Barcelona,Real Sociedad,5-1,11,11,0,11,,Left foot,0,1,https://www.messistats.com/en/locationsscored
282,2012-08-19,PRM La Liga,PRM La Liga,FC Barcelona,Real Sociedad,5-1,16,16,0,16,,Left foot,0,1,https://www.messistats.com/en/locationsscored
283,2012-08-23,SUP Spanish Super Cup,SUP Spanish Super Cup,FC Barcelona,Real Madrid,3-2,70,70,0,70,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
284,2012-08-26,PRM La Liga,PRM La Liga,Osasuna,FC Barcelona,1-2,76,76,0,76,,Left foot,0,1,https://www.messistats.com/en/locationsscored
285,2012-08-26,PRM La Liga,PRM La Liga,Osasuna,FC Barcelona,1-2,80,80,0,80,,Left foot,0,1,https://www.messistats.com/en/locationsscored
286,2012-08-29,SUP Spanish Super Cup,SUP Spanish Super Cup,Real Madrid,FC Barcelona,2-1,45,45,0,45,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
287,2012-09-08,WCQ World Cup 2014 Qualification,WCQ World Cup 2014 Qualification,Argentina,Paraguay,3-1,63,63,0,63,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
288,2012-09-15,PRM La Liga,PRM La Liga,Getafe,FC Barcelona,1-4,74,74,0,74,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
289,2012-09-15,PRM La Liga,PRM La Liga,Getafe,FC Barcelona,1-4,78,78,0,78,,Left foot,0,1,https://www.messistats.com/en/locationsscored
290,2012-09-19,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Spartak Moscow,3-2,71,71,0,71,,Left foot,0,1,https://www.messistats.com/en/locationsscored
291,2012-09-19,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Spartak Moscow,3-2,80,80,0,80,,Head,0,1,https://www.messistats.com/en/locationsscored
292,2012-10-07,PRM La Liga,PRM La Liga,FC Barcelona,Real Madrid,2-2,31,31,0,31,,Left foot,0,1,https://www.messistats.com/en/locationsscored
293,2012-10-07,PRM La Liga,PRM La Liga,FC Barcelona,Real Madrid,2-2,61,61,0,61,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
294,2012-10-13,WCQ World Cup 2014 Qualification,WCQ World Cup 2014 Qualification,Argentina,Uruguay,3-0,65,65,0,65,,Right foot,0,1,https://www.messistats.com/en/locationsscored
295,2012-10-13,WCQ World Cup 2014 Qualification,WCQ World Cup 2014 Qualification,Argentina,Uruguay,3-0,80,80,0,80,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
296,2012-10-17,WCQ World Cup 2014 Qualification,WCQ World Cup 2014 Qualification,Chile,Argentina,1-2,28,28,0,28,,Left foot,0,1,https://www.messistats.com/en/locationsscored
297,2012-10-20,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,4-5,18,18,0,18,,Left foot,0,1,https://www.messistats.com/en/locationsscored
298,2012-10-20,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,4-5,43,43,0,43,,Right foot,0,1,https://www.messistats.com/en/locationsscored
299,2012-10-20,PRM La Liga,PRM La Liga,Deportivo La Coruña,FC Barcelona,4-5,77,77,0,77,,Left foot,0,1,https://www.messistats.com/en/locationsscored
300,2012-10-27,PRM La Liga,PRM La Liga,Rayo Vallecano,FC Barcelona,0-5,48,48,0,48,,Left foot,0,1,https://www.messistats.com/en/locationsscored
301,2012-10-27,PRM La Liga,PRM La Liga,Rayo Vallecano,FC Barcelona,0-5,89,89,0,89,,Right foot,0,1,https://www.messistats.com/en/locationsscored
302,2012-11-07,EUR UEFA Champions League,EUR UEFA Champions League,Celtic,FC Barcelona,2-1,90+1,90,1,91,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
303,2012-11-11,PRM La Liga,PRM La Liga,Real Mallorca,FC Barcelona,2-4,44,44,0,44,,Left foot,0,1,https://www.messistats.com/en/locationsscored
304,2012-11-11,PRM La Liga,PRM La Liga,Real Mallorca,FC Barcelona,2-4,70,70,0,70,,Left foot,0,1,https://www.messistats.com/en/locationsscored
305,2012-11-17,PRM La Liga,PRM La Liga,FC Barcelona,Real Zaragoza,3-1,16,16,0,16,,Left foot,0,1,https://www.messistats.com/en/locationsscored
306,2012-11-17,PRM La Liga,PRM La Liga,FC Barcelona,Real Zaragoza,3-1,60,60,0,60,,Left foot,0,1,https://www.messistats.com/en/locationsscored
307,2012-11-20,EUR UEFA Champions League,EUR UEFA Champions League,Spartak Moscow,FC Barcelona,0-3,27,27,0,27,Rebound,Right foot,0,1,https://www.messistats.com/en/locationsscored
308,2012-11-20,EUR UEFA Champions League,EUR UEFA Champions League,Spartak Moscow,FC Barcelona,0-3,39,39,0,39,,Left foot,0,1,https://www.messistats.com/en/locationsscored
309,2012-11-25,PRM La Liga,PRM La Liga,Levante,FC Barcelona,0-4,47,47,0,47,,Left foot,0,1,https://www.messistats.com/en/locationsscored
310,2012-11-25,PRM La Liga,PRM La Liga,Levante,FC Barcelona,0-4,52,52,0,52,,Left foot,0,1,https://www.messistats.com/en/locationsscored
311,2012-12-01,PRM La Liga,PRM La Liga,FC Barcelona,Athletic de Bilbao,5-1,25,25,0,25,,Left foot,0,1,https://www.messistats.com/en/locationsscored
312,2012-12-01,PRM La Liga,PRM La Liga,FC Barcelona,Athletic de Bilbao,5-1,70,70,0,70,,Right foot,0,1,https://www.messistats.com/en/locationsscored
313,2012-12-09,PRM La Liga,PRM La Liga,Real Betis,FC Barcelona,1-2,16,16,0,16,,Left foot,0,1,https://www.messistats.com/en/locationsscored
314,2012-12-09,PRM La Liga,PRM La Liga,Real Betis,FC Barcelona,1-2,25,25,0,25,,Left foot,0,1,https://www.messistats.com/en/locationsscored
315,2012-12-12,CUP Copa del Rey,CUP Copa del Rey,Córdoba,FC Barcelona,0-2,11,11,0,11,,Left foot,0,1,https://www.messistats.com/en/locationsscored
316,2012-12-12,CUP Copa del Rey,CUP Copa del Rey,Córdoba,FC Barcelona,0-2,74,74,0,74,,Left foot,0,1,https://www.messistats.com/en/locationsscored
317,2012-12-16,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,4-1,57,57,0,57,,Left foot,0,1,https://www.messistats.com/en/locationsscored
318,2012-12-16,PRM La Liga,PRM La Liga,FC Barcelona,Atlético Madrid,4-1,88,88,0,88,,Left foot,0,1,https://www.messistats.com/en/locationsscored
319,2012-12-22,PRM La Liga,PRM La Liga,Real Valladolid,FC Barcelona,1-3,59,59,0,59,,Left foot,0,1,https://www.messistats.com/en/locationsscored
320,2013-01-06,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,4-0,29,29,0,29,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
321,2013-01-13,PRM La Liga,PRM La Liga,Málaga,FC Barcelona,1-3,27,27,0,27,,Right foot,0,1,https://www.messistats.com/en/locationsscored
322,2013-01-16,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Málaga,2-2,29,29,0,29,,Left foot,0,1,https://www.messistats.com/en/locationsscored
323,2013-01-19,PRM La Liga,PRM La Liga,Real Sociedad,FC Barcelona,3-2,7,7,0,7,,Left foot,0,1,https://www.messistats.com/en/locationsscored
324,2013-01-24,CUP Copa del Rey,CUP Copa del Rey,Málaga,FC Barcelona,2-4,80,80,0,80,,Head,0,1,https://www.messistats.com/en/locationsscored
325,2013-01-27,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,5-1,11,11,0,11,,Right foot,0,1,https://www.messistats.com/en/locationsscored
326,2013-01-27,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,5-1,28,28,0,28,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
327,2013-01-27,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,5-1,56,56,0,56,,Left foot,0,1,https://www.messistats.com/en/locationsscored
328,2013-01-27,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,5-1,58,58,0,58,,Left foot,0,1,https://www.messistats.com/en/locationsscored
329,2013-02-03,PRM La Liga,PRM La Liga,Valencia,FC Barcelona,1-1,39,39,0,39,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
330,2013-02-10,PRM La Liga,PRM La Liga,FC Barcelona,Getafe,6-1,13,13,0,13,,Left foot,0,1,https://www.messistats.com/en/locationsscored
331,2013-02-16,PRM La Liga,PRM La Liga,Granada,FC Barcelona,1-2,50,50,0,50,Rebound,Right foot,0,1,https://www.messistats.com/en/locationsscored
332,2013-02-16,PRM La Liga,PRM La Liga,Granada,FC Barcelona,1-2,73,73,0,73,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
333,2013-02-23,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,2-1,60,60,0,60,,Left foot,0,1,https://www.messistats.com/en/locationsscored
334,2013-03-02,PRM La Liga,PRM La Liga,Real Madrid,FC Barcelona,2-1,18,18,0,18,,Left foot,0,1,https://www.messistats.com/en/locationsscored
335,2013-03-09,PRM La Liga,PRM La Liga,FC Barcelona,Deportivo La Coruña,2-0,88,88,0,88,,Left foot,0,1,https://www.messistats.com/en/locationsscored
336,2013-03-12,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,AC Milan,4-0,5,5,0,5,,Left foot,0,1,https://www.messistats.com/en/locationsscored
337,2013-03-12,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,AC Milan,4-0,39,39,0,39,,Left foot,0,1,https://www.messistats.com/en/locationsscored
338,2013-03-17,PRM La Liga,PRM La Liga,FC Barcelona,Rayo Vallecano,3-1,40,40,0,40,,Left foot,0,1,https://www.messistats.com/en/locationsscored
339,2013-03-17,PRM La Liga,PRM La Liga,FC Barcelona,Rayo Vallecano,3-1,57,57,0,57,,Left foot,0,1,https://www.messistats.com/en/locationsscored
340,2013-03-23,WCQ World Cup 2014 Qualification,WCQ World Cup 2014 Qualification,Argentina,Venezuela,3-0,44,44,0,44,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
341,2013-03-30,PRM La Liga,PRM La Liga,Celta de Vigo,FC Barcelona,2-2,73,73,0,73,,Left foot,0,1,https://www.messistats.com/en/locationsscored
342,2013-04-02,EUR UEFA Champions League,EUR UEFA Champions League,Paris Saint-Germain,FC Barcelona,2-2,38,38,0,38,,Left foot,0,1,https://www.messistats.com/en/locationsscored
343,2013-04-27,PRM La Liga,PRM La Liga,Athletic de Bilbao,FC Barcelona,2-2,67,67,0,67,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
344,2013-05-05,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,4-2,60,60,0,60,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
345,2013-05-05,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,4-2,71,71,0,71,,Left foot,0,1,https://www.messistats.com/en/locationsscored
346,2013-06-15,FRN International friendly,FRN International friendly,Guatemala,Argentina,0-4,15,15,0,15,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
347,2013-06-15,FRN International friendly,FRN International friendly,Guatemala,Argentina,0-4,40,40,0,40,Penalty,Left foot,1,0,https://www.messistats.com/en/locationsscored
348,2013-06-15,FRN International friendly,FRN International friendly,Guatemala,Argentina,0-4,49,49,0,49,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
349,2013-08-18,PRM La Liga,PRM La Liga,FC Barcelona,Levante,7-0,12,12,0,12,,Left foot,0,1,https://www.messistats.com/en/locationsscored
350,2013-08-18,PRM La Liga,PRM La Liga,FC Barcelona,Levante,7-0,42,42,0,42,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
351,2013-09-01,PRM La Liga,PRM La Liga,Valencia,FC Barcelona,2-3,11,11,0,11,,Left foot,0,1,https://www.messistats.com/en/locationsscored
352,2013-09-01,PRM La Liga,PRM La Liga,Valencia,FC Barcelona,2-3,39,39,0,39,,Right foot,0,1,https://www.messistats.com/en/locationsscored
353,2013-09-01,PRM La Liga,PRM La Liga,Valencia,FC Barcelona,2-3,41,41,0,41,,Left foot,0,1,https://www.messistats.com/en/locationsscored
354,2013-09-11,WCQ World Cup 2014 Qualification,WCQ World Cup 2014 Qualification,Paraguay,Argentina,2-5,12,12,0,12,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
355,2013-09-11,WCQ World Cup 2014 Qualification,WCQ World Cup 2014 Qualification,Paraguay,Argentina,2-5,52,52,0,52,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
356,2013-09-14,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,3-2,75,75,0,75,,Left foot,0,1,https://www.messistats.com/en/locationsscored
357,2013-09-18,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Ajax,4-0,22,22,0,22,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
358,2013-09-18,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Ajax,4-0,55,55,0,55,,Left foot,0,1,https://www.messistats.com/en/locationsscored
359,2013-09-18,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Ajax,4-0,75,75,0,75,,Left foot,0,1,https://www.messistats.com/en/locationsscored
360,2013-09-24,PRM La Liga,PRM La Liga,FC Barcelona,Real Sociedad,4-1,8,8,0,8,,Head,0,1,https://www.messistats.com/en/locationsscored
361,2013-09-28,PRM La Liga,PRM La Liga,UD Almería,FC Barcelona,0-2,21,21,0,21,,Left foot,0,1,https://www.messistats.com/en/locationsscored
362,2013-10-22,EUR UEFA Champions League,EUR UEFA Champions League,AC Milan,FC Barcelona,1-1,23,23,0,23,,Left foot,0,1,https://www.messistats.com/en/locationsscored
363,2013-11-06,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,AC Milan,3-1,30,30,0,30,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
364,2013-11-06,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,AC Milan,3-1,83,83,0,83,,Left foot,0,1,https://www.messistats.com/en/locationsscored
365,2014-01-08,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Getafe,4-0,90,90,0,90,,Left foot,0,1,https://www.messistats.com/en/locationsscored
366,2014-01-08,CUP Copa del Rey,CUP Copa del Rey,FC Barcelona,Getafe,4-0,90+3,90,3,93,,Left foot,0,1,https://www.messistats.com/en/locationsscored
367,2014-01-16,CUP Copa del Rey,CUP Copa del Rey,Getafe,FC Barcelona,0-2,44,44,0,44,Field goal,Hip,0,1,https://www.messistats.com/en/locationsscored
368,2014-01-16,CUP Copa del Rey,CUP Copa del Rey,Getafe,FC Barcelona,0-2,63,63,0,63,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
369,2014-02-01,PRM La Liga,PRM La Liga,FC Barcelona,Valencia,2-3,54,54,0,54,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
370,2014-02-09,PRM La Liga,PRM La Liga,Sevilla,FC Barcelona,1-4,44,44,0,44,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
371,2014-02-09,PRM La Liga,PRM La Liga,Sevilla,FC Barcelona,1-4,56,56,0,56,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
372,2014-02-12,CUP Copa del Rey,CUP Copa del Rey,Real Sociedad,FC Barcelona,1-1,27,27,0,27,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
373,2014-02-15,PRM La Liga,PRM La Liga,FC Barcelona,Rayo Vallecano,6-0,36,36,0,36,,Left foot,0,1,https://www.messistats.com/en/locationsscored
374,2014-02-15,PRM La Liga,PRM La Liga,FC Barcelona,Rayo Vallecano,6-0,68,68,0,68,,Left foot,0,1,https://www.messistats.com/en/locationsscored
375,2014-02-18,EUR UEFA Champions League,EUR UEFA Champions League,Manchester City,FC Barcelona,0-2,54,54,0,54,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
376,2014-02-22,PRM La Liga,PRM La Liga,Real Sociedad,FC Barcelona,3-1,36,36,0,36,,Left foot,0,1,https://www.messistats.com/en/locationsscored
377,2014-03-02,PRM La Liga,PRM La Liga,FC Barcelona,UD Almería,4-1,24,24,0,24,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
378,2014-03-12,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Manchester City,2-1,67,67,0,67,,Left foot,0,1,https://www.messistats.com/en/locationsscored
379,2014-03-16,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,7-0,18,18,0,18,,Left foot,0,1,https://www.messistats.com/en/locationsscored
380,2014-03-16,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,7-0,63,63,0,63,,Left foot,0,1,https://www.messistats.com/en/locationsscored
381,2014-03-16,PRM La Liga,PRM La Liga,FC Barcelona,Osasuna,7-0,88,88,0,88,,Right foot,0,1,https://www.messistats.com/en/locationsscored
382,2014-03-23,PRM La Liga,PRM La Liga,Real Madrid,FC Barcelona,3-4,42,42,0,42,,Left foot,0,1,https://www.messistats.com/en/locationsscored
383,2014-03-23,PRM La Liga,PRM La Liga,Real Madrid,FC Barcelona,3-4,65,65,0,65,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
384,2014-03-23,PRM La Liga,PRM La Liga,Real Madrid,FC Barcelona,3-4,84,84,0,84,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
385,2014-03-26,PRM La Liga,PRM La Liga,FC Barcelona,Celta de Vigo,3-0,30,30,0,30,,Right foot,0,1,https://www.messistats.com/en/locationsscored
386,2014-03-29,PRM La Liga,PRM La Liga,Espanyol,FC Barcelona,0-1,77,77,0,77,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
387,2014-04-05,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,3-1,15,15,0,15,Penalty,Left foot,1,1,https://www.messistats.com/en/locationsscored
388,2014-04-05,PRM La Liga,PRM La Liga,FC Barcelona,Real Betis,3-1,86,86,0,86,Rebound,Right foot,0,1,https://www.messistats.com/en/locationsscored
389,2014-04-20,PRM La Liga,PRM La Liga,FC Barcelona,Athletic de Bilbao,2-1,74,74,0,74,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
390,2014-04-27,PRM La Liga,PRM La Liga,Villarreal,FC Barcelona,2-3,83,83,0,83,,Right foot,0,1,https://www.messistats.com/en/locationsscored
391,2014-05-03,PRM La Liga,PRM La Liga,FC Barcelona,Getafe,2-2,23,23,0,23,,Left foot,0,1,https://www.messistats.com/en/locationsscored
392,2014-06-07,FRN International friendly,FRN International friendly,Argentina,Slovenia,2-0,75,75,0,75,Field goal,Left foot,0,0,https://www.messistats.com/en/locationsscored
393,2014-06-16,WCP World Cup 2014,WCP World Cup 2014,Argentina,Bosnia-Herzegovina,2-1,65,65,0,65,Solo run,Left foot,0,1,https://www.messistats.com/en/locationsscored
394,2014-06-21,WCP World Cup 2014,WCP World Cup 2014,Argentina,Iran,1-0,90+1,90,1,91,,Left foot,0,1,https://www.messistats.com/en/locationsscored
395,2014-06-25,WCP World Cup 2014,WCP World Cup 2014,Nigeria,Argentina,2-3,3,3,0,3,Rebound,Left foot,0,1,https://www.messistats.com/en/locationsscored
396,2014-06-25,WCP World Cup 2014,WCP World Cup 2014,Nigeria,Argentina,2-3,45+1,45,1,46,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
397,2014-08-24,PRM La Liga,PRM La Liga,FC Barcelona,Elche,3-0,42,42,0,42,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
398,2014-08-24,PRM La Liga,PRM La Liga,FC Barcelona,Elche,3-0,63,63,0,63,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
399,2014-09-21,PRM La Liga,PRM La Liga,Levante,FC Barcelona,0-5,77,77,0,77,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
400,2014-09-27,PRM La Liga,PRM La Liga,FC Barcelona,Granada,6-0,62,62,0,62,Field goal,Head,0,1,https://www.messistats.com/en/locationsscored
401,2014-09-27,PRM La Liga,PRM La Liga,FC Barcelona,Granada,6-0,82,82,0,82,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
402,2014-09-30,EUR UEFA Champions League,EUR UEFA Champions League,Paris Saint-Germain,FC Barcelona,3-2,11,11,0,11,,Left foot,0,1,https://www.messistats.com/en/locationsscored
403,2014-10-04,PRM La Liga,PRM La Liga,Rayo Vallecano,FC Barcelona,0-2,35,35,0,35,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
404,2014-10-14,FRN International friendly,FRN International friendly,Hong Kong,Argentina,0-7,66,66,0,66,,Left foot,0,0,https://www.messistats.com/en/locationsscored
405,2014-10-14,FRN International friendly,FRN International friendly,Hong Kong,Argentina,0-7,84,84,0,84,Solo run,Left foot,0,0,https://www.messistats.com/en/locationsscored
406,2014-10-18,PRM La Liga,PRM La Liga,FC Barcelona,Eibar,3-0,74,74,0,74,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
407,2014-10-21,EUR UEFA Champions League,EUR UEFA Champions League,FC Barcelona,Ajax,3-1,24,24,0,24,,Left foot,0,1,https://www.messistats.com/en/locationsscored
408,2014-11-05,EUR UEFA Champions League,EUR UEFA Champions League,Ajax,FC Barcelona,0-2,36,36,0,36,,Head,0,1,https://www.messistats.com/en/locationsscored
409,2014-11-05,EUR UEFA Champions League,EUR UEFA Champions League,Ajax,FC Barcelona,0-2,76,76,0,76,,Left foot,0,1,https://www.messistats.com/en/locationsscored
410,2014-11-12,FRN International friendly,FRN International friendly,Argentina,Croatia,2-1,57,57,0,57,Penalty,Left foot,1,0,https://www.messistats.com/en/locationsscored
411,2014-11-22,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,5-1,21,21,0,21,Free kick,Left foot,0,1,https://www.messistats.com/en/locationsscored
412,2014-11-22,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,5-1,72,72,0,72,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
413,2014-11-22,PRM La Liga,PRM La Liga,FC Barcelona,Sevilla,5-1,78,78,0,78,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
414,2014-11-25,EUR UEFA Champions League,EUR UEFA Champions League,APOEL FC,FC Barcelona,0-4,38,38,0,38,,Right foot,0,1,https://www.messistats.com/en/locationsscored
415,2014-11-25,EUR UEFA Champions League,EUR UEFA Champions League,APOEL FC,FC Barcelona,0-4,58,58,0,58,,Right foot,0,1,https://www.messistats.com/en/locationsscored
416,2014-11-25,EUR UEFA Champions League,EUR UEFA Champions League,APOEL FC,FC Barcelona,0-4,87,87,0,87,,Right foot,0,1,https://www.messistats.com/en/locationsscored
417,2014-12-07,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,5-1,45,45,0,45,Field goal,Left foot,0,1,https://www.messistats.com/en/locationsscored
418,2014-12-07,PRM La Liga,PRM La Liga,FC Barcelona,Espanyol,5-1,50,50,0,50,Field goal,Right foot,0,1,https://www.messistats.com/en/locationsscored
